,time,Open,High,Low,Close,Volume,SMA_20,SMA_50,EMA_20,MACD,MACD_Signal,RSI,Stoch,Stoch_Signal,BB_High,BB_Low,BB_Mid,ATR,OBV,Force_Index,Conversion_Line,Base_Line,Leading_Span_A,Leading_Span_B,Lagging_Span,Fib_Level 0.0,Fib_Level 0.236,Fib_Level 0.382,Fib_Level 0.5,Fib_Level 0.618,Fib_Level 0.786,Fib_Level 1.0
63,2024-08-29,131.88,132.88,131.29,132.78,2098979,127.852,129.0952,129.65354113169747,1.5530384772428931,1.0184996544076694,60.37230746648915,90.41262135922338,88.71897119888881,137.28383884510328,118.42016115489673,127.852,2.448151603047529,18215849,1536395.3060076123,131.33499999999998,125.08,129.625,,132.88,97.8,111.5352,120.0324,126.9,133.76760000000002,143.5452,156.0
64,2024-08-30,132.58,133.97,132.08,133.87,3327420,128.428,129.0694,130.05510864296437,1.6883942538525787,1.1524785742966512,62.67373423273826,98.54014598540154,93.12124208291152,137.85250762639615,119.00349237360383,128.428,2.408283631401276,21543269,1835037.0908636693,131.735,125.28,129.32750000000001,,134.47,97.8,111.5352,120.0324,126.9,133.76760000000002,143.5452,156.0
65,2024-09-04,132.08,132.08,130.59,132.08,4547807,129.143,129.0872,130.24795543887254,1.6324092440299296,1.248464708243307,56.83613679855479,71.57894736842128,86.84390490434873,137.31416172890977,120.97183827109022,129.143,2.4705490863011854,16995462,409949.71645457903,131.735,125.28,129.2525,,140.72,97.8,111.5352,120.0324,126.9,133.76760000000002,143.5452,156.0
66,2024-09-05,132.08,132.08,128.81,129.7,8071651,129.6295,129.0992,130.19576920659895,1.3800858403907625,1.274788934672798,50.14792323104623,35.78947368421043,68.63618901267775,136.63338599279,122.62561400721,129.6295,2.5276527229939587,8923811,-2392975.868753245,131.39,125.28,129.1525,,138.64,97.8,111.5352,120.0324,126.9,133.76760000000002,143.5452,156.0
67,2024-09-06,129.6,131.98,129.4,131.19,3829410,130.131,129.1052,130.29045785358952,1.285529488931104,1.2769370455244593,53.812345274173545,51.736111111111015,53.03484405458091,135.97813228856677,124.28386771143323,130.131,2.531391814208675,12753221,-1236004.901788491,131.39,125.28,128.48250000000002,,136.65,97.8,111.5352,120.0324,126.9,133.76760000000002,143.5452,156.0
68,2024-09-09,129.9,130.99,129.2,130.39,2891093,130.6225,129.0754,130.29993805800956,1.1329793048652164,1.2481454973926107,51.618451451151856,30.620155038759403,39.38191327802695,134.4845299066683,126.7604700933317,130.6225,2.4927209703366273,9862128,-1389843.4015329971,131.39,125.28,128.285,,136.05,97.8,111.5352,120.0324,126.9,133.76760000000002,143.5452,156.0
69,2024-09-10,130.1,130.1,128.71,129.1,4203583,130.7765,129.06539999999998,130.18565824296104,0.8976425019091607,1.1780448982959209,48.20561321510351,7.414448669201274,29.92357160635723,134.1002645825179,127.45273541748209,130.7765,2.4346694724554383,5658545,-1965954.6398854214,131.34,125.28,128.285,,135.36,97.8,111.5352,120.0324,126.9,133.76760000000002,143.5452,156.0
70,2024-09-11,129.1,130.39,128.9,129.7,3196732,130.8065,129.1052,130.13940507696475,0.7508955195144154,1.0926150225396198,49.86592615266112,18.821292775665064,18.951965494541913,134.07964084634324,127.53335915365678,130.8065,2.367193081565763,8855277,-1411098.3770446496,131.34,125.28,127.19500000000001,,136.05,97.8,111.5352,120.0324,126.9,133.76760000000002,143.5452,156.0
71,2024-09-12,130.1,131.59,130.1,131.39,4124400,130.9355,129.1906,130.25850935534905,0.7621804134272168,1.0265281007171392,54.30876248519365,50.950570342205,25.728770595690445,134.08475054576488,127.78624945423509,130.9355,2.3331078614539242,12979677,-213764.89460970112,131.34,126.47,125.405,,136.05,97.8,111.5352,120.0324,126.9,133.76760000000002,143.5452,156.0
72,2024-09-13,131.29,132.48,131.09,132.08,3191984,131.10899999999998,129.2302,130.43198465483962,0.8173787728924822,0.9846982351522079,56.02235044515322,64.06844106463898,44.61343472750301,134.10529037311147,128.1127096268885,131.10899999999998,2.2657430142072146,16171661,131411.37033455377,131.34,126.67,125.405,,134.57,97.8,111.5352,120.0324,126.9,133.76760000000002,143.5452,156.0
73,2024-09-16,130.89,132.08,130.2,130.2,1921844,131.2285,129.137,130.40989087818824,0.7013389830388519,0.9280263847295367,50.46857903679897,28.326996197718312,47.782002534854094,133.85703780646213,128.59996219353786,131.2285,2.2381899417638436,14249817,-403514.0711418176,130.595,127.02,125.405,,132.18,97.8,111.5352,120.0324,126.9,133.76760000000002,143.5452,156.0
74,2024-09-17,130.29,131.98,130.29,131.98,2656869,131.3425,129.0218,130.55942508026556,0.7444264527200346,0.8913063983276364,55.0156806982644,62.1673003802279,51.520912547528404,133.89258137125088,128.79241862874912,131.3425,2.205462088780712,16906686,329734.6275927281,130.595,127.565,125.405,,133.27,97.8,111.5352,120.0324,126.9,133.76760000000002,143.5452,156.0
75,2024-09-18,132.48,134.27,131.98,133.67,5390349,131.546,128.9224,130.85567031071645,0.9045157642626407,0.8939482715146373,58.875816232863016,89.20863309352478,59.900976557157,134.1562597571891,128.93574024281088,131.546,2.2115005110106627,22297035,1584013.9393651937,131.49,129.8,125.1825,,133.37,97.8,111.5352,120.0324,126.9,133.76760000000002,143.5452,156.0
76,2024-09-19,134.07,134.86,133.37,134.27,5162767,131.73,128.8768,131.1808445668387,1.0674972389554114,0.9286580650027921,60.18219159785642,90.40650406504061,80.59414584626444,134.554761936872,128.90523806312797,131.73,2.1599647602241876,27459802,1800249.1194558972,131.78500000000003,130.99,125.28,,133.08,97.8,111.5352,120.0324,126.9,133.76760000000002,143.5452,156.0
77,2024-09-20,135.36,136.05,134.07,134.37,3728818,131.8195,128.9026,131.4845736557112,1.1910012748092242,0.9811267069640786,60.40793355891756,77.11171662125332,85.57561792660624,134.85209938007003,128.78690061992998,131.8195,2.14711013449389,31188620,1596339.502390766,132.38,131.685,125.20500000000001,127.13,133.97,97.8,111.5352,120.0324,126.9,133.76760000000002,143.5452,156.0
78,2024-09-23,134.96,134.96,132.48,133.08,2449563,131.8295,128.9226,131.63651902183392,1.1712850490558537,1.0191583753824336,55.997531168594726,59.53678474114445,75.68500180914613,134.87730232298637,128.78169767701363,131.8295,2.170887982030042,28739057,916871.5349063738,132.47500000000002,131.685,124.95500000000001,127.665,134.47,97.8,111.5352,120.0324,126.9,133.76760000000002,143.5452,156.0
79,2024-09-24,133.08,133.77,132.78,133.57,2017214,131.899,128.93640000000002,131.82066006737355,1.181578204957816,1.0516423412975102,57.27359283715988,66.21253405994527,67.62034514078103,135.03764238166778,128.76035761833222,131.899,2.0865388404564684,30756271,927094.8670626006,133.075,132.13,124.70750000000001,127.665,134.96,97.8,111.5352,120.0324,126.9,133.76760000000002,143.5452,156.0
80,2024-09-25,133.37,133.87,132.68,133.87,4486319,132.06300000000002,128.9782,132.01583529905227,1.2001089885851854,1.0813356707550452,58.075225152621876,70.2997275204359,65.34968210717521,135.25326080438595,128.8727391956141,132.06300000000002,2.0225003518524347,35242590,986923.5574822364,133.125,132.38,125.30250000000001,127.665,134.96,97.8,111.5352,120.0324,126.9,133.76760000000002,143.5452,156.0
81,2024-09-26,134.07,134.07,132.98,133.37,2821536,132.152,128.984,132.1448033658092,1.1610649132096853,1.0972815192459733,56.18323439001082,63.48773841961845,66.66666666666653,135.38356061369754,128.92043938630243,132.152,1.9558931838629754,32421054,644396.1921276313,133.125,132.38,125.105,127.665,133.67,97.8,111.5352,120.0324,126.9,133.76760000000002,143.5452,156.0
