,time,Open,High,Low,Close,Volume,SMA_20,SMA_50,EMA_20,MACD,MACD_Signal,RSI,Stoch,Stoch_Signal,BB_High,BB_Low,BB_Mid,ATR,OBV,Force_Index,Conversion_Line,Base_Line,Leading_Span_A,Leading_Span_B,Lagging_Span,Fib_Level 0.0,Fib_Level 0.236,Fib_Level 0.382,Fib_Level 0.5,Fib_Level 0.618,Fib_Level 0.786,Fib_Level 1.0
111,2024-11-07,62.34,62.81,62.34,62.34,1420301,61.63250000000001,61.2146,61.744138360981374,0.2835539338145665,0.23363235123023965,59.8387574075941,48.727272727272855,41.45454545454547,62.55512397540947,60.70987602459054,61.63250000000001,0.800643608248045,29494659,203359.92888546424,62.475,62.275,61.235,60.365,62.27,52.0,55.9176,58.3412,60.3,62.258799999999994,65.04759999999999,68.6
112,2024-11-08,62.54,62.81,61.67,61.67,1381249,61.656000000000006,61.2292,61.73707756469744,0.24296346223295728,0.23549857343078318,50.64742293466329,24.363636363636427,38.181818181818244,62.55705271765884,60.75494728234117,61.656000000000006,0.8248833505160419,28113410,42103.2490446833,62.475,62.275,61.32,60.400000000000006,62.27,52.0,55.9176,58.3412,60.3,62.258799999999994,65.04759999999999,68.6
113,2024-11-11,62.07,62.07,61.47,61.54,1874368,61.676,61.236000000000004,61.71830827282149,0.1980226259541098,0.22800338393544853,49.07240121800703,19.636363636363605,30.909090909090953,62.54762836117257,60.80437163882743,61.676,0.8088202540506104,26239042,1278.8077525850058,62.475,62.275,61.32,60.400000000000006,62.21,52.0,55.9176,58.3412,60.3,62.258799999999994,65.04759999999999,68.6
114,2024-11-12,61.54,62.34,61.47,61.47,1337197,61.69250000000001,61.2386,61.69465986588611,0.15497185535439684,0.2133970782192382,48.20315260147572,12.643678160919478,18.881226053639825,62.53492210322403,60.85007789677599,61.69250000000001,0.8131902359041385,24901845,-12275.849069212905,62.475,62.275,61.370000000000005,60.400000000000006,62.27,52.0,55.9176,58.3412,60.3,62.258799999999994,65.04759999999999,68.6
115,2024-11-13,61.47,62.14,61.47,61.87,1332711,61.726,61.25860000000001,61.71135892627791,0.15138539000870566,0.2009947405771317,53.29437978633565,26.274509803921386,19.518183867068146,62.540233381777234,60.911766618222764,61.726,0.8029623619109858,26234556,65632.75794067439,62.61,62.275,61.337500000000006,60.400000000000006,61.81,52.0,55.9176,58.3412,60.3,62.258799999999994,65.04759999999999,68.6
116,2024-11-14,61.54,61.87,61.47,61.54,1720202,61.7195,61.284000000000006,61.69503902853716,0.12052550530756179,0.18490089352321773,49.01403967028142,13.333333333333202,17.417173766058013,62.5374847186839,60.901515281316094,61.7195,0.7741793360602011,24514354,-24838.58747942153,62.61,62.375,61.32,60.400000000000006,61.87,52.0,55.9176,58.3412,60.3,62.258799999999994,65.04759999999999,68.6
117,2024-11-15,61.54,61.87,61.27,61.34,1509691,61.696000000000005,61.3042,61.6612257877241,0.07901960697695642,0.16372463621396546,46.572695650340414,5.490196078431401,15.032679738561988,62.52910023406574,60.86289976593427,61.696000000000005,0.7617379549130435,23004663,-64424.24641093182,62.040000000000006,62.375,61.32,60.400000000000006,61.81,52.0,55.9176,58.3412,60.3,62.258799999999994,65.04759999999999,68.6
118,2024-11-18,61.34,61.74,60.8,60.87,1876350,61.6625,61.315,61.585870950798,0.008107354929023813,0.13260117995697715,41.3591558235133,2.372881355932211,7.065470255898929,62.56867603146429,60.75632396853571,61.6625,0.7744709581335407,21128313,-181204.28263794314,61.805,62.275,61.32,60.400000000000006,61.61,52.0,55.9176,58.3412,60.3,62.258799999999994,65.04759999999999,68.6
119,2024-11-19,61.2,61.27,60.2,60.2,1577896,61.6155,61.3284,61.453883241198184,-0.10099036225872737,0.08588287151383625,35.293739405016126,0.0,2.621025811454528,62.7043062270213,60.526693772978696,61.6155,0.7955801754097164,19550417,-306345.1451182357,61.505,61.975,61.32,60.400000000000006,61.81,52.0,55.9176,58.3412,60.3,62.258799999999994,65.04759999999999,68.6
120,2024-11-20,60.2,61.0,60.13,60.4,1641687,61.5755,61.3538,61.353513408703115,-0.1693604784342142,0.03483420152422616,38.206928117693316,7.458563535911497,3.2771482972812263,62.775524583081676,60.37547541691832,61.5755,0.8008958771661651,21192104,-215676.21010134593,61.47,61.94,61.32,60.400000000000006,61.61,52.0,55.9176,58.3412,60.3,62.258799999999994,65.04759999999999,68.6
