time,rsi,stoch_k,stoch_d,macd,adx
2025-04-24,42.42790584425603,66.15384615384612,57.70047585264973,0.11998131062278383,35.0386861733978
2025-04-25,51.36676418689267,98.6686390532545,75.26911123064968,0.2689053847576306,34.24987731322193
2025-04-28,48.13103068238173,87.13017751479292,83.98422090729784,0.3096937400666948,33.517411943058626
2025-04-29,48.57825706048013,82.2580645161291,89.3522936947255,0.33602021824923134,32.985565350093864
2025-05-05,45.69313404239479,66.58986175115214,78.65936792735805,0.30135855870813644,32.642613276545056
2025-05-06,45.693134042394796,68.00000000000001,72.28264208909374,0.27299689172940467,32.32415777967831
2025-05-07,47.242884944006526,74.82352941176471,69.8044637209723,0.2679556108553631,31.734726723916932
2025-05-08,48.3378402597272,79.52941176470577,74.1176470588235,0.27144105369194715,31.09338783738107
2025-05-09,49.95960832187433,80.83700440528624,78.39664852725224,0.2852130897626943,29.7079460885415
2025-05-12,54.56736993372505,98.05615550755947,86.14085722585048,0.341074796990144,28.333140866929263
2025-05-13,53.952411735586786,90.24390243902444,89.71235411729003,0.3577086193284188,26.764651347180756
2025-05-14,52.057024916785984,83.80566801619439,90.70190865425944,0.33530436787151985,25.495719078163926
2025-05-15,55.42950309424208,92.6470588235293,88.89887642624937,0.34627794689203395,24.317424828362586
2025-05-16,51.52616081562781,70.58823529411774,82.34698737794713,0.30022641620752505,23.22329445354706
2025-05-19,50.255748130812464,58.8477366255144,74.02767691438714,0.2456895376498688,22.207316248361213
2025-05-20,49.59728774515533,46.341463414634,58.59247844475538,0.19451491095332094,21.489292551789042
2025-05-21,46.32878040297285,21.951219512194946,42.38013985078111,0.12215993272372241,21.2586022484522
2025-05-22,43.839727899129464,2.4390243902437674,23.577235772357568,0.046425827189202296,21.450920246051574
2025-05-23,46.175390075850686,17.073170731707062,13.821138211381921,0.017110407902543034,21.62950124382242
2025-05-26,49.20854701226516,36.58536585365859,18.6991869918698,0.024768852898182925,21.289734233544895
2025-05-27,47.06629787720463,19.99999999999993,24.55284552845519,0.01047151348317274,20.645455343737407
2025-05-28,45.639814455036365,10.000000000000142,22.195121951219548,-0.010479896404452321,20.302165084042915
2025-05-29,44.90694787676261,5.000000000000071,11.666666666666709,-0.028097989041143884,19.983395557183744
2025-05-30,43.405733132006716,4.5454545454546045,6.515151515151601,-0.04902097885460602,20.084775364785383
2025-06-02,41.18185429283068,4.000000000000057,4.515151515151572,-0.07718863414738106,20.552012307164286
